,eav_id,title,subtitle,n_rooms,n_bedrooms,n_bathrooms,useful_area,built_area,land_area,price,built_year,energy_class,energy_consumption,co2_emission,co2_emission_scale,protected,status,parking,garage,floor_cover,property_subclass,terrace_area,heating_type,location_status
520,W-02QJD7,MAGNÍFICA CASA CÉNTRICA CON CARÁCTER PROPIO,"Casa, Comprar | España, Barcelona, Maresme, Tiana",4,4,,367 m²,367 m²,171 m²,1.180.000 EUR,1900,E,198 kWh/(m²*a),41 kg/m²,E,False,Excelente,,,,Casa,,,Excelente
521,W-02PMQ4,ALTO Y LUMINOSO PISO EN EIXAMPLE DRET,"Apartamento, Comprar | España, Barcelona, Eixample, Eixample Dreta",3,3,3,173 m²,173 m²,,1.175.000 EUR,1936,F,229 kWh/(m²*a),48 kg/m²,E,False,Excelente,,,,Apartamento,,,Muy bien
522,W-02GRFP,EXCLUSIVO DÚPLEX EN AV. TIBIDABO,"Apartamento, Comprar | España, Barcelona, Sant Gervasi, Bonanova",3,3,3,234 m²,234 m²,,1.175.000 EUR,2007,C,51 kWh/(m²*a),11 kg/m²,C,False,Excelente,2,2,,Apartamento,,,Excelente
523,W-029KI3,EXCLUSIVA PROPIEDAD EN EL CENTRO DE BARCELONA,"Apartamento, Comprar | España, Barcelona, Eixample, Eixample Dreta",3,3,2,138 m²,138 m²,,1.175.000 EUR,1900,C,48 kWh/(m²*a),9 kg/m²,B,False,Excelente,,,,Apartamento,,,Excelente
524,W-026BKI,GRANDE Y LUMINOSO PISO EN PLAÇA CATALUNYA,"Apartamento, Comprar | España, Barcelona, Eixample, Eixample Esquerra",4,4,3,251 m²,251 m²,,1.170.000 EUR,,E,,,,False,Muy bien,1,1,,Apartamento,,,Excelente
525,W-02OGSD,PRECIOSO PISO ALTO EN FINCA REGIA EN MUNTANER,"Apartamento, Comprar | España, Barcelona, Sant Gervasi, Galvany",6,6,2,186 m²,186 m²,,1.165.000 EUR,1925,E,105 kWh/(m²*a),,E,False,Muy bien,,,,Apartamento,5 m²,,Excelente
526,W-02QUOA,ESPECTACULAR ÁTICO CON REFORMA DE LUJO EN GALVANY,"Apartamento, Comprar | España, Barcelona, Sant Gervasi, Galvany",3,3,2,136 m²,136 m²,,1.160.000 EUR,1971,D,75 kWh/(m²*a),,D,False,Excelente,1,,,Apartamento,25 m²,,Excelente
527,W-00N32I,UNIFAMILIAR CON GRAN PARCELA EN BELLSOLEIG,"Casa, Comprar | España, Barcelona, Sant Just - Esplugues, Sant Just Desvern",7,7,5,417 m²,417 m²,1.396 m²,1.160.000 EUR,1993,F,291 kWh/(m²*a),61 kg/m²,E,False,,4,4,,Casa unifamiliar,25 m²,,Bien
528,W-02RYI5,PISO NUEVO TERCERA PLANTA EN RAMBLA CATALUNYA,"Apartamento, Comprar | España, Barcelona, Eixample, Eixample Esquerra",2,2,1,92 m²,92 m²,,1.150.000 EUR,1880,B,39 kWh/(m²*a),6 kg/m²,B,False,Excelente,,,,Apartamento,,,Excelente
529,W-02RPVI,CASA UNIFAMILIAR CON VISTAS PANORÁMICAS,"Casa, Comprar | España, Barcelona, Maresme, ALELLA",4,4,4,265 m²,265 m²,,1.150.000 EUR,2021,B,43 kWh/(m²*a),8 kg/m²,A,False,Muy bien,,,,Casa unifamiliar,,,Muy bien
530,W-02R9NL,FANTÁSTICO SOBREÁTICO CON VISTAS EN BONANOVA,"Apartamento, Comprar | España, Barcelona, Sant Gervasi, Bonanova",4,4,3,259 m²,259 m²,,1.150.000 EUR,1968,G,259 kWh/(m²*a),49 kg/m²,G,False,Regular,1,1,,Loft / Ático,103 m²,,Excelente
531,W-02R3CA,CASA CON ESTILO Y MAGNÍFICAS VISTAS,"Casa, Comprar | España, Barcelona, Maresme, Mataró",7,5,4,385 m²,385 m²,952 m²,1.150.000 EUR,1976,E,156 kWh/(m²*a),156 kg/m²,D,False,Excelente,,,,Casa unifamiliar,,,Muy bien
532,W-02R0O1,CASA DE LUJO EN EL CENTRO,"Casa, Comprar | España, Barcelona, Maresme, ARGENTONA",5,4,4,432 m²,432 m²,748 m²,1.150.000 EUR,1969,E,164 kWh/(m²*a),34 kg/m²,D,False,Muy bien,,,,Casa unifamiliar,60 m²,,Excelente
533,W-02QVFD,PISO NUEVO CON TERRAZA EN RAMBLA CATALUNYA,"Apartamento, Comprar | España, Barcelona, Eixample, Eixample Esquerra",2,2,1,85 m²,85 m²,,1.150.000 EUR,1880,B,39 kWh/(m²*a),6 kg/m²,B,False,Excelente,,,,Apartamento,"10,85 m²",,Excelente
534,W-02QIUD,PISO EN PRIMERA PLANTA EN RAMBLA CATALUNYA,"Apartamento, Comprar | España, Barcelona, Eixample, Eixample Esquerra",2,2,1,92 m²,92 m²,,1.150.000 EUR,1880,B,39 kWh/(m²*a),6 kg/m²,B,False,Excelente,,,,Apartamento,,,Excelente
535,W-02QDGD,"PISO ÚNICO CON VISTAS, PARKING Y PISCINAS EN SARRIÁ","Apartamento, Comprar | España, Barcelona, Sarria, Sta. Amelia",4,4,3,140 m²,140 m²,,1.150.000 EUR,,D,,,D,False,Bien,2,,,Apartamento,5 m²,,Excelente
536,W-02PLX8,CASA UNIFAMILIAR 1º LÍNEA DE MAR SOBRE 1275M2,"Casa, Comprar | España, Barcelona, Maresme, Premià de Mar",6,6,3,325 m²,325 m²,,1.150.000 EUR,1989,E,262 kWh/(m²*a),53 kg/m²,D,False,Muy bien,2,2,,Casa unifamiliar,,,Excelente
537,W-02OM4B,CHALET A CUATRO VIENTOS DE DISEÑO,"Casa, Comprar | España, Barcelona, Sant Feliu De LLobregat",4,4,4,329 m²,329 m²,447 m²,1.150.000 EUR,2023,,,,,False,Excelente,2,2,,Casa unifamiliar,80 m²,,Excelente
538,W-02NHNC,"CASA CON PISCINA, JARDÍN Y VISTAS AL MAR","Casa, Comprar | España, Barcelona, Maresme, Canet de Mar",5,5,3,570 m²,570 m²,1.310 m²,1.150.000 EUR,1983,D,149 kWh/(m²*a),26 kg/m²,D,False,Excelente,6,6,,Casa unifamiliar,,,Excelente
539,W-02NB0A,ESPECTACULAR LOFT DE DISEÑO,"Apartamento, Comprar | España, Barcelona, Horta Guinardó, Carmel",4,4,2,368 m²,368 m²,,1.150.000 EUR,1974,,,,,False,Excelente,4,,,Loft / Ático,,,Excelente
540,W-02MKYR,CHALET EN GOLF DE SANT ANDREU DE LLAVANERES,"Casa, Comprar | España, Barcelona, Maresme, Sant Andreu de Llavaneres",5,5,4,325 m²,325 m²,1.000 m²,1.150.000 EUR,1927,F,276 kWh/(m²*a),56 kg/m²,F,False,Muy bien,1,1,,Casa unifamiliar,20 m²,,Muy bien
541,W-02MHJF,CASA DE OBRA NUEVA CON BONITAS VISTAS,"Casa, Comprar | España, Barcelona, Sant Just - Esplugues, Esplugues - Finestrelles",4,4,4,223 m²,223 m²,128 m²,1.150.000 EUR,2022,,,,,False,Excelente,2,2,,Casa unifamiliar,96 m²,,Excelente
542,W-02LTKU,EXTRAORDINARIA CASA DE CALIDAD CON VISTAS MAR,"Casa, Comprar | España, Barcelona, Maresme, Mataró",5,5,3,302 m²,302 m²,1.802 m²,1.150.000 EUR,2016,A,38 kWh/(m²*a),6 kg/m²,A,False,Excelente,,,,Casa unifamiliar,,,Muy bien
543,W-02LKX6,ESPECTACULAR PISO REFORMADO EN EIXAMPLE,"Apartamento, Comprar | España, Barcelona, Eixample, Eixample Dreta",3,3,4,,181 m²,,1.150.000 EUR,1900,E,175 kWh/(m²*a),36 kg/m²,E,False,Excelente,,,,Apartamento,,,Excelente
544,W-02G7DQ,BONITA VIVIENDA UNIFAMILIAR EN VALLVIDRERA,"Casa, Comprar | España, Barcelona, Sarria, Vallvidrera",5,5,4,433 m²,433 m²,600 m²,1.150.000 EUR,2004,D,131 kWh/(m²*a),27 kg/m²,D,False,Excelente,3,1,,Casa unifamiliar,45 m²,,Muy bien
545,W-02ET9I,NUEVA RESIDENCIA URBANA EN EL EIXAMPLE,"Apartamento, Comprar | España, Barcelona, Eixample, Eixample Dreta",3,3,3,130 m²,130 m²,,1.150.000 EUR,,B,31 kWh/(m²*a),6 kg/m²,,False,Excelente,1,1,,Apartamento,,,Excelente
546,W-026DFX,PISO GRANDE Y LUMINOSO EN EIXAMPLE DRET,"Apartamento, Comprar | España, Barcelona, Eixample, Eixample Dreta",4,4,1,177 m²,177 m²,,1.150.000 EUR,1873,,,,,False,Bien,,,,Apartamento,,,Excelente
547,W-02NNSI,EXCLUSIVO PISO DE OBRA NUEVA EN GALVANY,"Apartamento, Comprar | España, Barcelona, Sant Gervasi, Galvany",2,2,2,129 m²,129 m²,,1.140.000 EUR,2021,A,20 kWh/(m²*a),3 kg/m²,A,False,Excelente,1,,,Apartamento,,,Excelente
548,W-02PIUC,PISO CON PRECIOSAS VISTAS EN PASSEIG DE GRÀCIA,"Apartamento, Comprar | España, Barcelona, Eixample, Eixample Dreta",2,2,2,97 m²,97 m²,,1.130.000 EUR,1998,E,203 kWh/(m²*a),34 kg/m²,E,False,,1,1,,Apartamento,,,Excelente
549,W-02QMXO,IMPRESIONANTE ÁTICO CON TERRAZA EN SANT GERVASI,"Apartamento, Comprar | España, Barcelona, Sant Gervasi, Putxet",4,3,2,220 m²,220 m²,,1.125.000 EUR,1977,E,181 kWh/(m²*a),38 kg/m²,E,False,Excelente,2,,,Loft / Ático,40 m²,,Excelente
550,W-02MT3Y,LUJOSO PISO EN EIXAMPLE DRET,"Apartamento, Comprar | España, Barcelona, Eixample, Eixample Dreta",3,3,2,133 m²,133 m²,,1.125.000 EUR,1936,F,224 kWh/(m²*a),47 kg/m²,E,False,Excelente,,,,Apartamento,,,Excelente
551,W-026EOE,ELEGANTE PISO MODERNISTA CERCA DE ENRIC GRANADOS,"Apartamento, Comprar | España, Barcelona, Eixample, Eixample Esquerra",4,4,2,163 m²,163 m²,,1.125.000 EUR,1900,E,"150,16 kWh/(m²*a)","37,4 kg/m²",E,False,Muy bien,,,,Apartamento,,,Muy bien
552,W-02PG5V,CASA REFORMADA CON JARDÍN EN FONT D'EN FARGUES,"Casa, Comprar | España, Barcelona, Horta Guinardó, Font d'en Fargas",5,5,3,288 m²,288 m²,,1.120.000 EUR,1960,C,87 kWh/(m²*a),18 kg/m²,C,False,,,,,Casa unifamiliar,76 m²,,
553,W-02KH1Z,REFORMA INTEGRAL DE FINCA REGIA EN EIXAMPLE,"Apartamento, Comprar | España, Barcelona, Eixample, Eixample Dreta",2,2,2,114 m²,114 m²,,1.110.000 EUR,1872,B,39 kWh/(m²*a),8 kg/m²,B,False,Excelente,,,,Apartamento,,,Excelente
554,W-02LECK,PISO DE OBRA NUEVA CON TERRAZA EN SARRIÀ,"Apartamento, Comprar | España, Barcelona, Sarria, Sarria",4,4,3,143 m²,143 m²,,1.105.000 EUR,2020,B,29 kWh/(m²*a),5 kg/m²,A,False,Excelente,1,1,,Apartamento,21 m²,,Excelente
555,W-02RN4L,FANTÁSTICA CASA MODERNA CON PISCINA Y PARKING,"Casa, Comprar | España, Barcelona, Sarria, Vallvidrera",5,5,5,200 m²,200 m²,287 m²,1.100.000 EUR,2010,C,95 kWh/(m²*a),19 kg/m²,C,False,Excelente,1,,,Casa unifamiliar,,,Muy bien
556,W-02RJNF,ESPLENDIDO ÁTICO EN SANT GERVASI,"Apartamento, Comprar | España, Barcelona, Sant Gervasi, Bonanova",3,3,2,115 m²,115 m²,,1.100.000 EUR,2022,B,30 kWh/(m²*a),5 kg/m²,A,True,Excelente,,28,,Apartamento,79 m²,,Excelente
557,W-02R2FA,CASA DE PUEBLO ESTILO INDIANO FRENTE AL MAR,"Casa, Comprar | España, Barcelona, Maresme, Masnou",6,6,6,289 m²,289 m²,141 m²,1.100.000 EUR,1920,E,185 kWh/(m²*a),37 kg/m²,E,False,Muy bien,,,,Casa,60 m²,,Muy bien
558,W-02QFF2,INCREÍBLE ÁTICO CON TERRAZA EN EIXAMPLE,"Apartamento, Comprar | España, Barcelona, Eixample, Eixample Esquerra",2,2,2,102 m²,102 m²,,1.100.000 EUR,1940,E,116 kWh/(m²*a),24 kg/m²,E,False,Excelente,,,,Loft / Ático,40 m²,,Excelente
559,W-02QEKQ,FANTÁSTICA CASA CON PISCINA CUBIERTA,"Casa, Comprar | España, Barcelona, Maresme, Mataró",6,6,4,706 m²,706 m²,1.705 m²,1.100.000 EUR,1980,E,189 kWh/(m²*a),39 kg/m²,E,False,,,,,Casa unifamiliar,,,Muy bien
560,W-02Q254,ESPECTACULAR PISO CON ELEMENTOS ORIGINALES EN EIXAMPLE,"Apartamento, Comprar | España, Barcelona, Eixample, Eixample Dreta",4,4,3,198 m²,198 m²,,1.100.000 EUR,1900,D,71 kWh/(m²*a),14 kg/m²,D,False,Excelente,,,,Apartamento,,,Excelente
561,W-02PZYW,CASA ADOSADA CON VISTAS ESPECTACULARES,"Casa, Comprar | España, Barcelona, Sarria, Can Caralleu",5,5,3,240 m²,240 m²,,1.100.000 EUR,2006,F,284 kWh/(m²*a),"59,9 kg/m²",E,False,Bien,2,2,,Casa,"51,04 m²",,Muy bien
562,W-02ONCS,"UNIFAMILIAR, LICENCIA Y PISCINA EN EL CENTRO","Casa, Comprar | España, Barcelona, Sant Just - Esplugues, Sant Just Desvern",6,6,4,328 m²,328 m²,624 m²,1.100.000 EUR,2023,,,,,False,,2,2,,Casa unifamiliar,25 m²,,Excelente
563,W-02OM4I,ELEGANTE PISO CON PARKING EN LES TRES TORRES,"Apartamento, Comprar | España, Barcelona, Sant Gervasi, Tres Torres",3,3,3,152 m²,152 m²,,1.100.000 EUR,1975,F,195 kWh/(m²*a),46 kg/m²,F,False,Excelente,2,,,Apartamento,,,Excelente
564,W-02O9LX,AMPLIO PISO EN VIA AUGUSTA,"Apartamento, Comprar | España, Barcelona, Sant Gervasi, Galvany",4,4,3,215 m²,215 m²,,1.100.000 EUR,1975,E,194 kWh/(m²*a),,E,False,,3,3,,Apartamento,,,Muy bien
565,W-02NX0A,CASA CON VISTAS PANORÁMICAS PISCINA,"Casa, Comprar | España, Barcelona, Maresme, Mataró",5,5,5,440 m²,440 m²,1.253 m²,1.100.000 EUR,1999,,,,,False,Bien,6,6,,Casa unifamiliar,,,Muy bien
566,W-02NBDP,ESPECTACULAR PISO CON TERRAZA EN CASCO ANTIGUO,"Apartamento, Comprar | España, Barcelona, Ciutat Vella, raval",4,4,3,298 m²,298 m²,,1.100.000 EUR,1950,C,63 kWh/(m²*a),11 kg/m²,C,False,Muy bien,,,,Apartamento,30 m²,,Excelente
567,W-02LHFW,PISO PRINCIPAL CON PATIO EN CALLE HOSPITAL,"Apartamento, Comprar | España, Barcelona, Ciutat Vella, raval",3,3,3,211 m²,211 m²,,1.100.000 EUR,1900,C,52 kWh/(m²*a),11 kg/m²,C,False,Excelente,,,,Apartamento,75 m²,,Muy bien
568,W-02KH48,ESPECTACULAR PISO REFORMADO CERCA DE RAMBLA CATALUNYA,"Apartamento, Comprar | España, Barcelona, Eixample, Eixample Esquerra",3,3,3,150 m²,150 m²,,1.100.000 EUR,1900,E,155 kWh/(m²*a),32 kg/m²,E,False,Excelente,,,,Apartamento,,,Excelente
569,W-02KBR3,MAGNÍFICA CASA A ESTRENAR EN PREMIÀ DE DALT,"Casa, Comprar | España, Barcelona, Maresme, PREMIÀ DE DALT",6,6,5,671 m²,671 m²,805 m²,1.100.000 EUR,2009,E,117 kWh/(m²*a),22 kg/m²,D,False,Excelente,6,6,,Casa unifamiliar,,,Excelente
570,W-02IAG9,EXCLUSIVO ÁTICO CON TERRAZA EN SANT GERVASI,"Apartamento, Comprar | España, Barcelona, Sant Gervasi, Putxet",3,3,3,,"208,97 m²",,1.100.000 EUR,1998,G,241 kWh/(m²*a),50 kg/m²,F,False,Excelente,,,,Apartamento,45 m²,,Excelente
571,W-02G3KB,UNIFAMILIAR CON ESPECTACULARES VISTAS EN LA MIRANDA,"Casa, Comprar | España, Barcelona, Sant Just - Esplugues, Esplugues - Otras",,8,5,200 m²,289 m²,536 m²,1.100.000 EUR,1967,E,217 kWh/(m²*a),217 kg/m²,F,False,Bien,2,,,Casa unifamiliar,81 m²,,Muy bien
572,W-02AUQH,ESPECTACULAR TERRENO EN CAN CARALLEU,"Terreno, Comprar | España, Barcelona, Sarria, Can Caralleu",,,,,,634 m²,1.100.000 EUR,,,,,,False,,,,,Terreno,,,
573,W-02A5Y7,VIVIENDA SEÑORIAL EN LA DIAGONAL PARA REFORMAR,"Apartamento, Comprar | España, Barcelona, Eixample, Eixample Dreta",5,5,4,210 m²,210 m²,,1.098.000 EUR,1950,E,151 kWh/(m²*a),31 kg/m²,E,False,Muy bien,,,,Apartamento,,,Muy bien
574,W-02RCE5,EXCELENTE PISO EN BALMES CERCA TENIS BARCINO,"Apartamento, Comprar | España, Barcelona, Sant Gervasi, Putxet",5,5,3,230 m²,230 m²,,1.095.000 EUR,1970,E,106 kWh/(m²*a),20 kg/m²,D,False,Necesita restauración,1,1,,Apartamento,15 m²,,Excelente
575,W-02Q1TT,HISTÓRICA CASA CENTENARIA EN EL MASNOU,"Casa, Comprar | España, Barcelona, Maresme, Masnou",5,5,3,375 m²,375 m²,279 m²,1.095.000 EUR,1890,,,,,False,,,,,Casa,,,Excelente
576,W-02P460,CASA DE ENSUEÑO AMUEBLADA EN PREMIÀ DE DALT,"Casa, Comprar | España, Barcelona, Maresme, PREMIÀ DE DALT",5,5,4,470 m²,470 m²,494 m²,1.095.000 EUR,2006,D,119 kWh/(m²*a),20 kg/m²,C,False,Excelente,4,4,,Casa unifamiliar,,,Excelente
577,W-0280HV,PISO ÚNICO EN EL GÓTICO DE 328 M2,"Apartamento, Comprar | España, Barcelona, Ciutat Vella, Gòtic",4,4,3,328 m²,328 m²,,1.095.000 EUR,1850,E,153 kWh/(m²*a),32 kg/m²,E,True,Excelente,,,,Apartamento,,,Excelente
578,W-02RZ9E,MAGNÍFICO PISO CON PISCINA Y PARQUING EN SARRIÀ,"Apartamento, Comprar | España, Barcelona, Sarria, Sta. Amelia",4,4,2,120 m²,120 m²,,1.090.000 EUR,,E,178 kWh/(m²*a),37 kg/m²,E,False,Excelente,1,,,Apartamento,12 m²,,Excelente
579,W-02Q2EI,CASA EN CENTRO DEL PUEBLO CON VISTAS AL MAR,"Casa, Comprar | España, Barcelona, Maresme, Sant Vicenc de Montalt",7,7,4,260 m²,260 m²,3.200 m²,1.090.000 EUR,1974,E,230 kWh/(m²*a),48 kg/m²,E,False,Bien,4,4,,Casa unifamiliar,,,Excelente
580,W-00CFTE,UNIFAMILIAR A CUATRO VIENTOS CON PISCINA Y VISTAS,"Casa, Comprar | España, Barcelona, Sant Just - Esplugues, Sant Just Desvern",7,5,5,252 m²,306 m²,430 m²,1.090.000 EUR,1980,F,298 kWh/(m²*a),62 kg/m²,F,False,Muy bien,3,1,,Casa unifamiliar,,,Excelente
581,W-02REZK,PRECIOSA CASA EN CAN BRUGUERA,"Casa, Comprar | España, Barcelona, Maresme, Mataró",6,6,6,800 m²,800 m²,4.750 m²,1.080.000 EUR,,G,360 kWh/(m²*a),93 kg/m²,G,False,Bien,,,,Casa unifamiliar,,,Bien
582,W-02QX46,ESPECTACULAR PISO MODERNISTA EN DOCTOR LETAMENDI,"Apartamento, Comprar | España, Barcelona, Eixample, Eixample Esquerra",3,3,3,152 m²,152 m²,,1.080.000 EUR,1894,E,123 kWh/(m²*a),25 kg/m²,E,False,Excelente,,,,Apartamento,,,Excelente
583,W-02Q4D5,LUMINOSO PISO AL LADO DE FRANCESC MACIÀ,"Apartamento, Comprar | España, Barcelona, Eixample, Nova Esquerra de l'Eixample",4,4,2,140 m²,140 m²,,1.080.000 EUR,1949,E,148 kWh/(m²*a),31 kg/m²,E,False,Muy bien,,,,Apartamento,,,Excelente
584,W-02R6Y6,SOLEADA Y PRÁCTICA CASA EN EL CENTRO CABRILS,"Casa, Comprar | España, Barcelona, Maresme, Cabrils",4,4,4,336 m²,336 m²,568 m²,1.070.000 EUR,2006,D,139 kWh/(m²*a),29 kg/m²,D,False,Excelente,2,2,,Casa unifamiliar,,,Excelente
585,W-02N4WC,MASÍA CON VIÑAS DO ALELLA Y 23 HA DE TERRENO,"Casa, Comprar | España, Barcelona, Maresme, Sant Cebrià de Vallalta",10,10,4,757 m²,757 m²,23 ha,1.070.000 EUR,,E,228 kWh/(m²*a),47 kg/m²,E,False,Bien,4,4,,Villa,,,Muy bien
586,D-000EEU,FANTÁSTICOS APARTAMENTOS EN PLENA VIA LAIETANA,"Obra nueva, Comprar | España, Barcelona, Ciutat Vella, Born-Ribera", desde 3,desde 3, desde 2,desde 131 m²,,,desde 1.065.000 EUR,,,,,,False,,,,,,,,
587,W-02HYTY,FANTÁSTICO PISO REFORMADO EN VIA LAIETANA,"Apartamento, Comprar | España, Barcelona, Ciutat Vella, Born-Ribera",3,3,2,131 m²,131 m²,,1.065.000 EUR,1934,C,45 kWh/(m²*a),8 kg/m²,B,True,,,,,Apartamento,,,
588,W-02QRWH,ESPECTACULAR CASA DE ESTILO CONTEMPORANEO,"Casa, Comprar | España, Barcelona, Matadepera",3,3,2,365 m²,365 m²,1.325 m²,1.060.000 EUR,2008,E,193 kWh/(m²*a),40 kg/m²,E,False,Excelente,2,2,,Casa unifamiliar,,,Excelente
589,W-02QIVG,BONITA CASA CON TERRAZA EN LA VILA OLÍMPICA,"Casa, Comprar | España, Barcelona, SANT MARTIN, La Vila Olímpica del Poblenou",4,4,3,203 m²,203 m²,,1.060.000 EUR,1992,D,120 kWh/(m²*a),21 kg/m²,C,False,,1,1,,Casa,43 m²,,Excelente
590,W-02NF3J,MARAVILLOSO PISO DÚPLEX EN GRÀCIA,"Apartamento, Comprar | España, Barcelona, Gracia, Vila de Gracia",4,4,3,220 m²,220 m²,,1.060.000 EUR,1975,E,136 kWh/(m²*a),31 kg/m²,E,False,Excelente,2,2,,Dúplex,20 m²,,Excelente
591,W-02KO2T,ESPECTACULAR CASA CON PISCINA EN MAS RAM,"Casa, Comprar | España, Barcelona, Badalona, Badalona",5,5,4,411 m²,411 m²,980 m²,1.060.000 EUR,1978,,,,,False,Muy bien,,3,,Casa unifamiliar,25 m²,,Excelente
592,W-026DA0,PISO CERCA DEL MAR EN DIAGONAL MAR,"Apartamento, Comprar | España, Barcelona, SANT MARTIN, Diagonal Mar i El Front Marítim del Poblenou",3,3,3,176 m²,176 m²,,1.054.500 EUR,,D,71 kWh/(m²*a),15 kg/m²,D,False,,2,,,Apartamento,30 m²,,
593,W-02LBDY,FANTÁSTICO PISO CON PISCINA EN PEDRALBES,"Apartamento, Comprar | España, Barcelona, Pedralbes, Pedralbes",3,3,2,139 m²,139 m²,,1.052.100 EUR,2017,A,25 kWh/(m²*a),5 kg/m²,A,False,Excelente,2,2,,Apartamento,19 m²,,Excelente
594,D-000BCE,LUJOSAS RESIDENCIAS EN EIXAMPLE,"Obra nueva, Comprar | España, Barcelona, Eixample, Eixample Dreta", desde 3,desde 3, desde 3,desde 130 m²,,,desde 1.050.000 EUR,,,,,,False,,,,,,,,
595,W-02R7X6,FANTÁSTICO ÁTICO DÚPLEX CON TERRAZA Y PARKING EN EIXAMPLE,"Apartamento, Comprar | España, Barcelona, Eixample, Nova Esquerra de l'Eixample",5,5,2,162 m²,162 m²,,1.050.000 EUR,1981,E,122 kWh/(m²*a),25 kg/m²,E,False,Muy bien,2,2,,Loft / Ático,20 m²,,Excelente
596,W-02PYIM,GRAN Y LUMINOSO PISO AL LADO DE ARC DEL TRIOMF,"Apartamento, Comprar | España, Barcelona, Eixample, Eixample Dreta",5,5,1,209 m²,209 m²,,1.050.000 EUR,1900,E,160 kWh/(m²*a),33 kg/m²,E,False,Muy bien,,,,Apartamento,,,Excelente
597,W-02OX91,CASA ESTILO MEDITERRÁNEO EN CABRILS,"Casa, Comprar | España, Barcelona, Maresme, Cabrils",5,5,5,445 m²,445 m²,1.087 m²,1.050.000 EUR,2006,,,,,False,Muy bien,5,5,,Casa unifamiliar,,,Muy bien
598,W-02OOT8,ÁTICO CON ESTUPENDAS TERRAZAS Y VISTAS AL MAR,"Apartamento, Comprar | España, Barcelona, Maresme, Montgat",3,3,2,150 m²,150 m²,,1.050.000 EUR,2022,A,18 kWh/(m²*a),3 kg/m²,A,False,Excelente,2,2,,Loft / Ático,136 m²,,Excelente
599,W-02N5WB,FABULOSO PISO A REFORMAR EN DIAGONAL BALMES,"Apartamento, Comprar | España, Barcelona, Sant Gervasi, Galvany",5,5,4,210 m²,210 m²,,1.050.000 EUR,1940,C,,,B,False,Necesita renovaciones,,,,Apartamento,,,Excelente
600,W-02LUJ4,EXTRAORDINARIO PISO EN PASSEIG SANT JOAN CON PARKING CERCANO INCLUIDO,"Apartamento, Comprar | España, Barcelona, Eixample, Eixample Dreta",4,4,2,150 m²,150 m²,,1.050.000 EUR,1897,E,122 kWh/(m²*a),23 kg/m²,E,False,Bien,1,1,,Apartamento,,,Excelente
601,W-02LON4,EXCELENTE VIVIENDA PARA REFORMAR EN BONANOVA,"Apartamento, Comprar | España, Barcelona, Sant Gervasi, Bonanova",4,4,4,210 m²,210 m²,,1.050.000 EUR,1979,E,113 kWh/(m²*a),20 kg/m²,D,False,Necesita restauración,2,1,,Apartamento,20 m²,,Muy bien
602,W-02L6DJ,EXCLUSIVO ÁTICO CON TERRAZAS EN TURÓ PARC,"Apartamento, Comprar | España, Barcelona, Sant Gervasi, Turo Parc",2,2,2,123 m²,123 m²,,1.050.000 EUR,1967,E,,,E,False,Bien,,,,Loft / Ático,73 m²,,Muy bien
603,W-02KMPW,REFORMA INTEGRAL DE FINCA REGIA EN EIXAMPLE,"Apartamento, Comprar | España, Barcelona, Eixample, Eixample Dreta",3,3,2,129 m²,129 m²,,1.050.000 EUR,1872,B,39 kWh/(m²*a),8 kg/m²,B,False,Excelente,,,,Apartamento,10 m²,,Excelente
604,W-02KH1T,REFORMA INTEGRAL DE FINCA REGIA EN EIXAMPLE,"Apartamento, Comprar | España, Barcelona, Eixample, Eixample Dreta",2,2,2,123 m²,123 m²,,1.050.000 EUR,1872,B,39 kWh/(m²*a),8 kg/m²,B,False,Excelente,,,,Apartamento,10 m²,,Excelente
605,W-02KB3G,PISO CONFORTABLE EN EIXAMPLE,"Apartamento, Comprar | España, Barcelona, Eixample, Eixample Dreta",3,3,3,130 m²,130 m²,,1.050.000 EUR,,B,31 kWh/(m²*a),6 kg/m²,B,False,Excelente,1,1,,Apartamento,,,Excelente
606,W-02QZOB,ENCANTADOR PISO CON TERRAZA EN EL QUADRAT D'OR,"Apartamento, Comprar | España, Barcelona, Eixample, Eixample Dreta",3,3,2,167 m²,167 m²,,1.049.000 EUR,1910,E,234 kWh/(m²*a),56 kg/m²,E,False,Excelente,,,,Apartamento,15 m²,,Excelente
607,W-02NNS7,EXCLUSIVO PISO DE OBRA NUEVA EN GALVANY,"Apartamento, Comprar | España, Barcelona, Sant Gervasi, Galvany",2,2,2,118 m²,118 m²,,1.045.000 EUR,2021,A,20 kWh/(m²*a),3 kg/m²,A,False,Excelente,1,,,Apartamento,,,Excelente
608,W-02M3AN,ESPECTACULAR PISO CON TERRAZA Y PARKING,"Apartamento, Comprar | España, Barcelona, Sant Gervasi, Galvany",5,5,5,212 m²,212 m²,,1.045.000 EUR,1960,,,,,False,Excelente,1,,,Apartamento,15 m²,,Excelente
609,W-02OWEW,ESPECTACULAR ATICO CON TERRAZAS Y VISTAS AL MAR,"Apartamento, Comprar | España, Barcelona, Maresme, Sant Andreu de Llavaneres",4,4,2,227 m²,227 m²,,1.040.000 EUR,2011,,,,,False,Excelente,6,6,,Loft / Ático,240 m²,,Excelente
